,Make,Seller,YearOfProd,Mileage (km),Color,Fuel,FuelCinCity,Gearbox,EngineVol (cm3),Horsepower,Post-accident,Seats,Doors,Price
290,Citroën,Company,2010,205000,Black,Diesel,,Automatic,1560,110,0.0,5,5,4740.41
291,Ford,Private person,2010,161239,Blue,,,,1596,,,5,5,3905.19
292,Audi,Company,2020,30000,Gray,Petrol,9,Automatic,1984,265,0.0,5,5,50767.49
293,Toyota,Company,2018,73072,Else,Petrol,,Manual,1798,147,0.0,5,4,17787.81
294,BMW,Company,2018,46029,Black,Petrol,,Automatic,1998,252,0.0,5,5,40609.48
295,Skoda,Private person,2018,189300,White,Petrol,,Automatic,1984,220,0.0,5,5,21738.15
296,Audi,Company,2016,158536,Gray,Diesel,"3,90",Manual,1598,110,0.0,5,5,13295.71
297,Renault,Company,2021,8515,Else,Petrol,,Automatic,1332,140,0.0,5,,31264.11
298,Volvo,Company,2016,190638,Gray,Diesel,4,Manual,1969,120,0.0,5,5,11848.76
299,Renault,Company,2021,47754,Red,Petrol,,Manual,1332,140,0.0,5,,21106.09
300,Volkswagen,Company,2017,172944,Black,Diesel,,Manual,1598,115,0.0,5,5,12187.36
301,BMW,Company,2022,4000,White,Electric,,Automatic,,326,0.0,5,,93679.46
302,Volkswagen,Private person,2010,271500,Blue,Diesel,"5,20",Manual,1598,105,0.0,5,4,5756.21
303,BMW,Company,2022,1,White,Hybrid,,,1998,,0.0,5,4,72844.24
304,MINI,Private person,2005,92500,Red,Petrol,11,,1598,,,4,3,5169.3
305,Renault,Private person,2016,72465,Black,Petrol,6,,1197,100,,5,5,9458.24
306,Kia,Private person,2006,179000,Red,Petrol,6,,1086,65,0.0,5,5,2234.76
307,Mitsubishi,Private person,2018,156000,Black,Diesel,,Manual,2442,181,,5,5,22550.79
308,Toyota,Private person,2005,247500,Gray,Petrol,9,,1794,125,,4,3,5507.9
309,Audi,Private person,2008,248809,Silver,Diesel,11,,2967,233,,5,5,5169.3
310,Renault,Private person,2018,68167,Brown,Petrol,6,Manual,1197,100,0.0,5,5,12866.59
311,Opel,Private person,2009,136500,Blue,Petrol,7,Manual,1364,90,0.0,5,5,4492.1
312,Hyundai,Company,2022,5,Blue,Petrol,,Manual,998,120,0.0,5,5,21376.98
313,BMW,Company,2019,116000,Black,Diesel,5,Automatic,1995,190,,5,5,33837.47
314,Nissan,Private person,2018,86000,White,Diesel,6,Automatic,1995,177,0.0,7,5,23679.46
315,Suzuki,Company,2022,1,Gray,Petrol,,Manual,1373,129,0.0,5,5,23790.07
316,Skoda,Private person,2008,195600,Silver,Diesel,"7,50",Manual,1968,170,0.0,5,5,5620.77
317,Seat,Company,2018,218506,Else,Diesel,"4,30",Automatic,1598,115,0.0,5,5,12977.43
318,Mercedes-Benz,Private person,2009,275000,Black,Petrol+LPG,16,,5461,,,5,4,11286.68
319,Opel,Company,2019,146799,Silver,Diesel,,Automatic,1598,136,0.0,5,5,13293.23
320,Seat,Company,2018,218506,Else,Diesel,"4,30",Automatic,1598,115,0.0,5,5,12977.43
321,Mercedes-Benz,Private person,2009,275000,Black,Petrol+LPG,16,,5461,,,5,4,11286.68
322,Opel,Company,2019,146799,Silver,Diesel,,Automatic,1598,136,0.0,5,5,13293.23
323,Porsche,Company,2022,24769,Else,Petrol,,Automatic,3745,650,,4,2,315801.35
324,Volkswagen,Private person,2001,214000,Silver,Diesel,6,Manual,1896,90,0.0,5,5,2460.5
325,Audi,Private person,2012,274000,Gray,Petrol,"14,40",,2995,333,,7,5,17155.53
326,Mercedes-Benz,Private person,2020,25500,Else,Diesel,,Automatic,1950,194,0.0,5,5,55304.74
327,Ford,Private person,2009,189000,Else,Petrol,"6,80",Manual,1242,82,0.0,5,5,4130.93
328,Peugeot,Private person,2018,92800,Gray,Diesel,,,1997,177,,2,4,20293.45
329,Ford,Company,2018,106509,White,Petrol,6,Manual,1084,70,,5,5,10358.69
330,Volvo,Company,2022,1,Gray,Petrol,8,Automatic,1969,211,0.0,5,5,48307.0
331,Mercedes-Benz,Private person,2006,260258,Green,Diesel,11,,2987,,0.0,5,5,7832.96
332,Kia,Company,2016,115738,Blue,Diesel,,Automatic,1685,141,,5,5,19162.3
333,Porsche,Company,2022,12000,Blue,Petrol,,Automatic,3745,650,0.0,4,2,309029.35
334,Kia,Company,2022,14997,Green,Petrol,,Manual,1482,160,0.0,5,,28417.38
335,BMW,Private person,2010,225000,Black,Diesel,5,Automatic,1995,143,0.0,5,5,7652.37
336,Suzuki,Private person,2004,225000,Green,Diesel,7,,1461,65,,4,3,5259.59
337,Ford,Private person,2012,319000,White,Diesel,,,2198,125,,9,3,14875.85
338,Opel,Private person,2007,198400,Blue,Petrol+LPG,8,Manual,1598,105,0.0,5,3,3498.87
339,Skoda,Private person,2012,177800,White,Petrol+LPG,10,Manual,1595,102,0.0,5,5,6749.44
340,Peugeot,Private person,2012,215000,Black,Diesel,,,1997,150,0.0,5,5,7652.37
341,Ford,Private person,2014,84000,Silver,Diesel,"5,60",,1560,95,0.0,5,5,9006.77
342,Jeep,Private person,2014,146000,Else,Diesel,9,Automatic,2987,250,0.0,5,5,24604.97
343,Honda,Private person,2019,70000,Blue,Petrol,7,Automatic,1498,182,0.0,5,4,19345.37
344,Volkswagen,Private person,2013,277000,White,Diesel,6,Automatic,1968,177,0.0,5,4,14424.38
345,Peugeot,Private person,2020,9600,Blue,Electric,,Automatic,,136,0.0,5,5,32957.11
346,Hyundai,Private person,2016,153000,White,Diesel,5,Manual,1685,115,0.0,5,5,14672.69
347,BMW,Private person,2005,211568,Black,Petrol,12,Manual,2497,218,0.0,5,5,6207.67
348,Kia,Company,2022,14619,Brown,Petrol,,Manual,1598,150,0.0,5,5,27514.45
349,Audi,Company,2022,1,Red,Petrol,,Automatic,1498,150,0.0,5,5,39097.07
350,Volkswagen,Company,2022,10,Gray,Petrol,,Automatic,1498,150,0.0,5,5,37225.73
351,Ford,Private person,2011,320000,Black,Diesel,"7,20",,1997,,,5,5,4943.57
352,Ford,Private person,2011,320000,Black,Diesel,"7,20",,1997,,,5,5,4943.57
353,Ford,Private person,2016,157000,White,Diesel,"5,20",,1998,,,,5,11060.95
354,Skoda,Private person,2017,182999,Silver,Diesel,,,1968,150,0.0,5,5,18058.01
355,Kia,Company,2019,57556,White,Petrol,,Manual,998,120,,5,5,16002.03
356,Kia,Company,2017,46172,Black,Petrol,,Automatic,1998,255,0.0,5,5,31577.65
357,Ford,Company,2017,189235,Blue,Diesel,,Manual,1499,75,0.0,5,5,9004.29
358,BMW,Private person,2007,252000,Black,Diesel,6,,1995,,,5,5,5417.61
359,Lexus,Private person,2015,60000,Else,Petrol,"16,50",,4969,,,4,3,12494.36
360,Nissan,Private person,2014,99700,Else,Petrol,6,Manual,1197,115,0.0,5,5,11241.53
361,BMW,Company,2021,7000,Blue,Petrol,,Automatic,1499,156,0.0,5,5,40609.48
362,Hyundai,Company,2014,153000,Black,Diesel,6,Manual,1685,115,0.0,5,5,13521.44
363,Volkswagen,Private person,2017,164900,Silver,Diesel,,Manual,1598,115,0.0,5,5,12641.08
364,Audi,Private person,2012,140000,Else,Petrol,8,,1984,211,0.0,5,5,14672.46
365,Toyota,Company,2021,9669,Claret,Hybrid,,Automatic,1490,92,,4,5,13521.44
366,Citroën,Company,2020,48445,Silver,Petrol,,Automatic,1199,131,0.0,7,5,28214.45
367,Volkswagen,Private person,2008,370000,Gray,Diesel,10,,1896,115,,7,5,4401.81
368,Opel,Company,2013,154000,White,Petrol,,Manual,1364,140,0.0,5,5,12167.04
369,Mitsubishi,Company,2003,162000,Black,Petrol,10,Manual,1997,136,,5,5,5620.77
370,Volkswagen,Private person,2019,102000,Red,Diesel,5,,1968,102,,2,4,18047.4
371,Peugeot,Private person,2004,149852,Green,,,,1360,,,,5,2708.58
372,Volvo,Private person,2017,67000,Blue,Petrol,,Automatic,1969,245,0.0,5,5,30474.04
373,Ford,Company,2017,169270,White,Diesel,4,Manual,1498,95,0.0,5,4,9252.82
374,Toyota,Private person,2016,180000,Brown,Hybrid,4,Automatic,1798,99,0.0,5,5,15123.93
375,Ford,Private person,2018,49485,Gray,Petrol,5,Manual,999,125,0.0,5,5,15327.31
376,Mitsubishi,Private person,2011,129924,Gray,Petrol,"7,40",Manual,1590,117,0.0,5,5,9029.12
377,Citroën,Private person,2020,62000,White,Diesel,4,,1499,,,5,5,8916.48
378,Renault,Private person,2019,150000,White,Diesel,,,1461,115,,5,5,12844.24
379,Honda,Company,2018,87000,Else,Petrol,,Manual,1997,155,0.0,5,5,23679.46
380,Kia,Company,2016,49000,White,Petrol+LPG,,Manual,1591,132,0.0,5,5,19164.79
381,Audi,Private person,2015,152000,Black,,9,,1984,,,,5,18487.58
382,Mercedes-Benz,Private person,2018,125000,White,Petrol,7,Automatic,1991,184,0.0,4,2,30699.77
383,BMW,Private person,2013,225000,Black,,,,1997,,,5,5,12641.08
384,Renault,Company,2004,153041,Else,Petrol,11,,1998,135,,4,2,2482.84
385,BMW,Private person,2006,260000,Silver,Diesel,7,Manual,1995,163,0.0,5,4,5620.77
386,Honda,Private person,2016,79000,Else,Petrol,9,Manual,1997,155,0.0,5,5,22099.32
387,BMW,Private person,2022,9163,Else,Petrol,,Automatic,4395,530,0.0,5,5,135214.45
388,Mazda,Private person,2018,90400,Black,Petrol,,Automatic,2488,194,0.0,5,5,24559.82
389,Peugeot,Private person,2010,69000,Black,Petrol,9,Manual,1598,156,0.0,5,4,7358.92
390,Skoda,Private person,2006,57100,Else,Petrol,8,Manual,1390,75,0.0,5,5,4176.07
391,Seat,Private person,2016,103000,Else,Diesel,,Automatic,1968,184,0.0,7,5,24604.97
392,Audi,Private person,2020,38000,Black,Petrol,8,Automatic,1984,265,0.0,5,4,36094.81
393,Citroën,Private person,2015,127000,Gray,,4,,1560,,,,5,9006.77
394,Toyota,Private person,2017,66322,Blue,Petrol,,,1496,111,,5,5,13069.98
395,Renault,Company,2023,5,White,Diesel,,Manual,1461,115,0.0,5,5,26162.53
396,Opel,Private person,2020,41000,Claret,Petrol,7,Manual,1490,165,0.0,5,5,19142.21
397,Ford,Private person,2015,37200,Red,Diesel,,,1560,95,,5,5,3386.0
398,Volkswagen,Company,2023,,Red,Petrol,,Automatic,1984,245,0.0,5,5,42866.82
399,Skoda,Private person,2021,20000,Blue,Petrol,,Manual,1498,150,0.0,5,5,31128.67
400,Kia,Private person,2015,199000,Black,Petrol,7,Manual,1591,135,0.0,,5,9232.51
401,LandRover,Private person,2010,182000,Brown,Diesel,11,,2993,245,0.0,5,5,14650.11
402,Honda,Private person,2006,199990,Silver,Petrol,"8,80",,1799,140,0.0,5,5,5304.74
403,Kia,Private person,2008,269515,White,Diesel,,Manual,1991,140,0.0,5,3,3724.6
404,Citroën,Private person,2016,120000,White,Diesel,4,Manual,1560,120,,5,5,9006.77
405,BMW,Private person,2005,334167,Black,Diesel,11,Automatic,2993,218,0.0,5,5,7381.49
406,AlfaRomeo,Private person,2013,125000,Claret,Petrol,6,Manual,1368,120,0.0,5,5,6771.78
407,Renault,Company,2022,10,Blue,Hybrid,"4,40",Automatic,1598,94,0.0,5,5,26297.97
408,MINI,Company,2019,57000,Gray,Petrol,,Manual,1499,102,0.0,5,5,17561.85
409,Volkswagen,Private person,2016,143000,Gray,,8,,1984,,,,5,15801.35
410,Kia,Private person,2013,167772,Gray,Petrol,9,Automatic,1998,163,,5,5,11286.46
411,Skoda,Company,2019,83205,Silver,Petrol,,Manual,1498,150,0.0,5,4,16907.45
412,Jeep,Private person,2016,116650,Black,Petrol,,Manual,1368,140,0.0,5,5,14198.65
413,Ford,Private person,2009,162000,Gray,Petrol,7,,1299,,,5,3,3047.4
414,AlfaRomeo,Company,2022,1,White,Petrol,,Automatic,1995,280,0.0,5,5,56410.84
415,Renault,Private person,2003,163327,Silver,Petrol,,,1149,75,0.0,5,5,1455.98
416,Toyota,Private person,2007,172600,Gray,Petrol,7,Manual,1598,124,0.0,5,4,5620.77
417,Volkswagen,Private person,1998,454000,Red,Diesel,,,2461,102,,7,4,7562.08
418,Audi,Private person,2012,222451,Gray,Diesel,"6,10",Automatic,1968,177,0.0,5,5,13521.44
419,LandRover,Private person,2012,183000,Black,Diesel,6,,2179,150,0.0,5,5,13069.98
420,Hyundai,Private person,2007,186736,Black,Diesel,8,,1991,140,0.0,5,5,4266.37
421,Mercedes-Benz,Company,2017,95000,Black,Petrol,,Automatic,1595,156,0.0,5,5,26162.53
422,Audi,Company,2022,1,White,Diesel,,Automatic,1968,204,0.0,5,5,55169.3
423,Ford,Private person,2012,123000,Silver,Diesel,7,,1997,140,0.0,5,5,11941.31
424,Volkswagen,Company,2022,7,Blue,Petrol,,Automatic,1984,320,0.0,5,5,65440.18
425,Skoda,Private person,2018,190000,Blue,Diesel,"4,40",Manual,1598,116,,5,5,8690.74
426,Kia,Company,2016,100000,Black,Diesel,"4,40",Manual,1582,136,0.0,5,5,9819.41
427,Audi,Private person,2008,276000,Black,Diesel,"5,50",Manual,1968,140,0.0,5,5,5169.3
428,Volkswagen,Private person,2015,321000,Black,Diesel,7,,1968,,,5,5,13092.55
429,Skoda,Private person,2006,247150,Else,,7,,1968,,0.0,5,5,3295.71
430,Audi,Private person,2016,135700,Else,Diesel,"5,30",Manual,1968,150,0.0,5,5,19300.23
431,Opel,Private person,2004,290000,Silver,,6,,1686,,,5,5,2009.03
432,Skoda,Company,2022,7,Black,Petrol,,Manual,999,110,0.0,5,5,24661.4
433,BMW,Company,2021,9894,Black,Petrol,,Automatic,1499,136,0.0,5,5,35191.87
434,Ford,Private person,2009,235000,Else,Petrol,6,,1242,82,,5,3,3363.43
435,Peugeot,Private person,2015,116135,White,Diesel,4,,1560,,,5,5,6523.7
436,BMW,Private person,2013,206000,Else,Diesel,,Automatic,1995,184,0.0,5,5,15778.78
437,Kia,Private person,2006,286000,Silver,Petrol,,,1975,142,,5,5,3814.9
438,Toyota,Private person,2015,55590,Gray,Petrol,7,Automatic,1598,132,0.0,5,5,15349.89
439,Nissan,Private person,2018,67000,White,,6,,1197,,,,5,10812.64
440,Opel,Company,2017,97566,Brown,Diesel,,Manual,1598,110,,5,5,15553.05
441,LandRover,Company,2018,66414,Black,Petrol,,Automatic,1999,300,0.0,5,5,51444.7
442,Mazda,Private person,2009,133000,Gray,Petrol,,,1349,75,,5,5,1783.3
443,Hyundai,Company,2012,185000,Blue,Diesel,5,Manual,1685,136,0.0,5,4,9006.77
444,Mazda,Company,2016,127000,Black,Petrol,,,1998,165,0.0,5,4,16455.98
445,BMW,Private person,2022,64000,Black,Diesel,,Automatic,1995,190,0.0,5,5,33318.28
446,Ford,Private person,2005,259780,Blue,Petrol,"8,70",,1596,,,5,5,2076.75
447,Opel,Private person,2019,64000,Gray,Petrol,7,,1399,,,5,5,11060.95
448,Hyundai,Company,2014,126197,Else,Petrol,,Manual,1591,135,0.0,5,5,13307.0
449,Hyundai,Company,2022,1,Gray,Petrol,,Manual,1482,160,0.0,5,5,24107.67
450,Volvo,Private person,2015,116000,Red,Petrol,8,Automatic,1969,245,,5,5,15575.62
451,Audi,Company,2012,169000,Brown,Diesel,,Automatic,1968,170,0.0,5,5,18036.12
452,Opel,Private person,2008,196500,Black,Petrol,8,,1598,,,5,3,3589.16
453,Nissan,Company,2012,169584,Gray,Diesel,"5,10",Manual,1598,130,,5,5,9006.77
454,Mercedes-Benz,Private person,2015,197600,Else,Diesel,"7,40",Automatic,2987,258,,5,4,44582.39
455,Mazda,Company,2013,128000,Black,Petrol,,Automatic,1998,165,0.0,5,5,16455.98
456,Ford,Company,2017,103000,Black,Diesel,,Manual,1997,150,0.0,5,5,19164.79
457,Volvo,Company,2021,48122,Else,Petrol,,Automatic,1969,197,0.0,5,4,37358.92
458,Volvo,Company,2019,70250,Else,Diesel,,Automatic,1969,190,0.0,5,,37010.16
459,Volvo,Company,2020,56062,Blue,Hybrid,,Automatic,1969,197,0.0,5,,42889.16
460,Volvo,Company,2018,25293,Silver,Diesel,,Automatic,1969,190,0.0,5,,34966.14
461,Volvo,Company,2019,58605,White,Diesel,,Automatic,1969,190,0.0,5,5,39390.52
462,Volvo,Company,2021,22800,Black,Electric,,Automatic,,408,0.0,5,,59568.4
463,Volvo,Company,2017,121930,Brown,Diesel,,Automatic,1969,190,0.0,5,5,24830.47
464,Volvo,Company,2019,115050,Gray,Diesel,,Automatic,1969,190,0.0,5,,39503.16
465,Skoda,Company,2023,5,Silver,Petrol,,Automatic,1498,150,0.0,5,5,40270.88
466,Volvo,Company,2021,54940,Gray,Hybrid,,Automatic,1969,235,0.0,7,5,57687.36
467,Skoda,Company,2022,5,Black,Electric,,Automatic,,179,0.0,5,5,55259.59
468,Skoda,Company,2022,1,Blue,Petrol,,Automatic,1498,150,0.0,7,5,40846.5
469,Volvo,Company,2019,83440,Blue,Petrol,,Manual,1969,152,0.0,5,,20316.03
470,Audi,Private person,2012,267000,Black,Diesel,"6,10",Manual,1968,177,0.0,5,5,12392.78
471,BMW,Private person,2020,8960,White,Petrol,"7,50",,1998,306,,5,4,41512.42
472,Ford,Company,2013,240000,Gray,Diesel,7,,1997,140,,7,5,4627.54
473,Peugeot,Company,2018,137000,Else,Diesel,,Automatic,1997,177,0.0,7,5,26975.17
474,Audi,Private person,2016,120000,Red,Diesel,4,Manual,1422,90,0.0,5,5,9887.13
475,Opel,Private person,1988,84000,Blue,Petrol,,,1998,122,0.0,5,4,4963.88
476,Kia,Company,2011,192424,Black,Diesel,,Manual,1685,115,0.0,5,5,10135.44
477,Toyota,Company,2017,96500,White,Petrol,,Manual,1598,132,,5,5,18036.12
478,Nissan,Company,2013,106615,Claret,Petrol,7,Manual,1598,117,0.0,5,5,9683.97
479,Audi,Company,2021,22275,Black,Petrol,,Automatic,1984,320,0.0,4,,58668.17
480,Suzuki,Company,2013,133058,Brown,Petrol,,Manual,1586,120,0.0,5,5,11049.66
481,BMW,Private person,2005,197000,White,Diesel,7,Manual,1995,122,0.0,5,4,6094.81
482,Seat,Private person,2007,155000,Black,Petrol,11,,1984,,,5,5,5575.62
483,Ford,Company,2018,28935,White,Diesel,,Automatic,1997,180,0.0,5,5,29322.8
484,Seat,Private person,2018,235750,White,Petrol,6,Manual,1395,125,0.0,5,5,11738.15
485,Peugeot,Company,2017,105792,Black,Petrol,,Manual,1199,130,0.0,5,5,22099.32
486,Volvo,Private person,2019,108000,Black,Diesel,,Automatic,1969,190,0.0,,5,31602.71
487,BMW,Private person,2017,120000,Gray,Diesel,5,,1995,,,,5,17945.82
488,Volkswagen,Company,2022,1,Blue,Petrol,,Automatic,1984,300,0.0,5,5,55282.17
489,Seat,Private person,2005,185000,Black,Diesel,6,,1896,,0.0,5,5,2821.67
490,Hyundai,Private person,2011,259000,White,Diesel,,Manual,1685,115,0.0,5,5,8103.84
491,BMW,Company,2019,67700,White,Petrol,,Automatic,4395,530,0.0,5,5,90067.72
492,Suzuki,Private person,2008,254000,Silver,Petrol,6,,1242,86,,5,5,2708.8
493,Fiat,Private person,2012,227525,Claret,Diesel,8,Manual,1956,140,0.0,7,5,9232.51
494,Skoda,Private person,2018,51436,Silver,Petrol+LPG,,Manual,999,75,0.0,5,5,10835.21
495,Kia,Company,2021,25900,Silver,Petrol,,Manual,1591,132,0.0,5,5,21196.39
496,Mercedes-Benz,Company,2023,5,White,Hybrid,,Automatic,1999,313,0.0,5,4,83498.87
497,Peugeot,Private person,2014,88057,Brown,Diesel,"4,70",Manual,1560,92,,5,5,10135.44
498,Opel,Private person,2020,13266,Black,Petrol,"4,80",,1199,75,0.0,5,5,13498.87
499,Audi,Company,2018,109000,Brown,Diesel,5,Automatic,1968,163,0.0,5,5,29322.8
500,Skoda,Private person,2010,203000,Black,Diesel,5,Manual,1422,70,0.0,5,5,3837.25
501,Volkswagen,Private person,2007,335331,Silver,,"5,50",,1422,,,5,3,2708.8
502,Ford,Private person,2010,235020,Gray,Diesel,7,,2179,175,0.0,5,5,5620.77
503,Dodge,Private person,2020,19000,Else,Petrol,,Automatic,6417,492,,5,4,56207.67
504,Opel,Private person,2009,156401,Black,Petrol,8,,1598,,,5,5,4063.21
505,Mercedes-Benz,Company,2018,119000,Gray,Diesel,"5,50",Automatic,1950,150,0.0,5,5,26162.53
506,Volvo,Private person,2016,107000,Else,Diesel,4,Manual,1969,150,0.0,5,5,14875.85
507,Volkswagen,Private person,2013,310440,Else,Diesel,,Automatic,1968,180,,7,4,22212.19
508,Mercedes-Benz,Company,2011,186743,Blue,Diesel,"5,40",Manual,1796,109,0.0,5,5,9458.24
509,Ford,Private person,2018,119000,Gray,Diesel,6,,1997,150,0.0,5,5,17584.65
510,Volvo,Company,2023,5,Black,Diesel,"5,60",Automatic,1969,197,0.0,,5,53544.02
511,Peugeot,Private person,2016,141993,Red,Petrol,7,Manual,1598,205,0.0,5,5,13521.44
512,Peugeot,Private person,2016,141993,Red,Petrol,7,Manual,1598,205,0.0,5,5,13521.44
513,Honda,Private person,2013,160000,Black,Petrol,7,,1798,,,5,5,10135.44
514,Kia,Company,2023,1,Green,Petrol,,Automatic,1598,180,0.0,5,,37448.98
515,Ford,Private person,2019,41000,White,Hybrid,2,Automatic,1999,177,,5,4,22234.76
516,Saab,Private person,2009,207000,Gray,Petrol+LPG,10,,1796,122,0.0,5,5,5868.85
517,Ford,Private person,2011,188000,Else,Diesel,7,Manual,1997,163,0.0,5,5,8781.04
518,Lexus,Private person,2022,480,Blue,Hybrid,,Automatic,2494,189,0.0,5,5,72686.23
519,Kia,Private person,2014,95000,White,Petrol+LPG,,,1248,,,5,5,6771.78
520,Toyota,Private person,2007,181200,Black,,7,,2231,,,5,3,3589.16
521,Renault,Company,2019,139000,White,Petrol,,Manual,898,90,0.0,5,5,8555.3
522,Suzuki,Company,2014,154000,Gray,Diesel,5,Manual,1598,120,0.0,5,5,10135.44
523,Volkswagen,Company,2018,67088,Black,Petrol,,Manual,1498,150,0.0,5,5,21399.55
524,Skoda,Company,2017,127425,Gray,Petrol,,Automatic,1984,280,0.0,5,5,27087.81
525,BMW,Private person,2016,86000,Black,Petrol,"6,30",,1499,136,,7,5,9683.97
526,Skoda,Private person,2014,312000,Black,Diesel,5,,1598,105,0.0,5,5,6975.17
527,BMW,Company,2022,5,Red,Petrol,,Automatic,2993,510,0.0,,4,121873.59
528,BMW,Company,2022,5,Blue,Petrol,,Automatic,2993,510,0.0,5,4,121873.59
529,BMW,Company,2022,5,Green,Petrol,,Automatic,2993,510,0.0,5,4,121873.59
530,Mercedes-Benz,Private person,2015,53000,Silver,Petrol,14,Automatic,5461,584,,5,5,49661.4
531,Volkswagen,Private person,2017,78000,Gray,Petrol,6,Manual,1395,125,0.0,5,5,14898.42
532,Audi,Private person,2017,203674,Silver,Petrol,10,,2995,333,,5,5,29322.8
533,Hyundai,Private person,2016,174000,Else,Diesel,5,Manual,1685,115,0.0,5,5,15121.9
534,Saab,Private person,2007,191500,Black,Diesel,7,Manual,1910,120,0.0,5,5,3611.51
535,Volkswagen,Company,2023,,White,Diesel,,Automatic,2967,286,0.0,5,5,104340.86
536,Volkswagen,Company,2023,,White,Diesel,,Automatic,2976,286,0.0,5,5,102968.4
537,Volkswagen,Company,2023,,Gray,Diesel,,Automatic,2976,286,0.0,5,5,98726.86
538,Volkswagen,Company,2023,,Brown,Petrol,,Automatic,2995,340,0.0,5,5,90891.65
539,BMW,Private person,2004,290000,Blue,,7,,1995,,,,5,1355.98
540,Mercedes-Benz,Private person,2022,13000,Black,Diesel,,Automatic,2925,330,0.0,5,5,104920.99
541,Peugeot,Private person,2016,89000,White,Petrol,"5,30",,1199,110,,5,5,6297.97
542,Volkswagen,Company,2022,,White,Electric,,Automatic,,204,0.0,5,5,55733.63
543,Volkswagen,Company,2022,,Gray,Electric,,Automatic,,,0.0,,,62054.18
544,Volkswagen,Company,2022,,Gray,Electric,,Automatic,,,0.0,,,62054.18
545,Volkswagen,Company,2022,,Blue,Diesel,,Automatic,1968,200,0.0,5,5,64018.06
546,Skoda,Company,2022,1,Silver,Diesel,6,Automatic,1968,150,0.0,5,5,32889.39
547,Volvo,Private person,2007,229000,White,Diesel,"7,60",Manual,1997,136,0.0,4,3,3814.9
548,Skoda,Company,2022,1,Blue,Petrol,,Manual,999,110,0.0,5,5,22392.78
549,Citroën,Company,2022,5,Gray,Petrol,,,1199,83,0.0,5,5,16817.16
550,BMW,Private person,2012,260000,Blue,Petrol,"7,40",,1598,136,0.0,5,5,8577.88
551,Fiat,Private person,2008,104000,Else,Petrol,8,Manual,1586,107,0.0,5,5,6094.58
552,Ford,Private person,2019,69000,Silver,Petrol,10,Automatic,1999,240,,5,4,16027.09
553,Peugeot,Private person,2014,140200,Silver,Diesel,"4,40",Manual,1560,120,,5,5,6297.97
554,Nissan,Private person,2008,185000,Yellow,,6,,1461,,,5,5,6207.67
555,Volkswagen,Private person,2017,149125,Black,Diesel,"8,20",Manual,1968,150,,9,5,26862.3
556,Audi,Company,2023,10,Claret,Electric,,Automatic,,408,0.0,5,5,105580.14
557,Audi,Company,2016,109172,Silver,Petrol,,Manual,1395,150,0.0,5,5,17539.5
558,Skoda,Company,2023,1,Gray,Petrol,,Manual,999,110,0.0,5,5,20417.61
559,BMW,Company,2017,136041,Else,Petrol,,Automatic,1997,245,0.0,,5,38340.86
560,Audi,Private person,2019,46500,Gray,Petrol,,Automatic,1984,300,0.0,5,,37432.05
561,BMW,Private person,2011,179000,Else,Diesel,"6,10",Automatic,1995,184,0.0,5,5,14559.82
